Nº registro,Completo Parte,Edificio / Parte,Tipo vía,Calle,Portal,Piso,Municipio,Localidad,Código postal,Provincia,Zona climática,Año construcción,Normativa,Datos catastrales,Tipo edificio,Alcance edificio,Fecha inicio de vigencia,Fecha fin de vigencia,Superficie habitable,Superficie calefactada,Superficie refrigerada,Consumo anual,Emisiones anuales,Calificación energética,Calificación energ. emisiones,Más datos,Cod. calle,Cod. portal,Cod. provincia,Cod. municipio,Cod. localidad,Nº viviendas,Comunidad autónoma,Procedimiento,Cal. Grado Centralizacion,Cal. Equipo Principal,Cal. Tipo Energia,ACS Grado Centralizacion,ACS Equipo Principal,ACS Tipo Energia
CEE/CAPV/2018/00108716/E,0,Vivienda Unifamiliar,Kalea/Calle,Arriaga Bidea,11,Vivienda Unifamiliar,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,D1,1993,Anterior NBE-CT-79,010105210000010001DQ,Vivienda,Existente,2018-01-05,2028-01-05,92.0,100,0,182.7,38.7,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108716-E,130100100000390.0,80100100001322.0,1,1,10100100000010,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00108720/E,0,"VIRGEN DEL CAMPO 6, 1º IZQ",Kalea/Calle,Virgen del Campo,6,1º IZQ,Arraia-Maeztu,Maeztu/Maestu,1120.0,Araba/Álava,D1,1970,Anterior NBE-CT-79,370100550000010001IN,Vivienda,Existente,2018-01-08,2028-01-08,80.0,100,0,342.0,72.0,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108720-E,130103700000360.0,80103700002233.0,1,37,10103700000088,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)",Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00108728/A01,1,"Elexpuru,1",Kalea/Calle,Elexpuru,1,UNIFAMILIAR,Zigoitia,Olano,1138.0,Araba/Álava,D1,1991,NBE-CT-79,180201370000010001KU,ViviendaUnifamiliar,Existente,2022-09-15,2032-09-15,224.36,100,0,8.1,4.3,A,A,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108728-A01,130101800001220.0,80101800004920.0,1,18,10101800000199,1.0,Euskadi,CEXv2.3,Equipos individuales,Caldera estandar,Biomasa,Equipos individuales,Caldera estandar,Biomasa
CEE/CAPV/2018/00108729/E,0,esc dcha 3d,Urbanizazioa/Urbanización,Carlos Larrea,4,esc dcha 3 d,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,2008,CTE 2006,360505020000010036FP,Vivienda,Existente,2018-01-09,2028-01-09,47.0,100,0,139.3,29.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108729-E,130103600001430.0,80103600031710.0,1,36,10103600000016,1.0,Euskadi,CE3X,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2018/00108730/E,1,Calle zapata 3,Kalea/Calle,Zapata,3,UNIFAMILIAR,Oyón-Oion,Oyón-Oion,1320.0,Araba/Álava,D1,2004,CTE 2006,430316360R00010001LW,Vivienda,Existente,2018-01-09,2028-01-09,154.0,100,26,172.3,36.5,D,D,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108730-E,130104300001280.0,80104300013940.0,1,43,10104300000048,1.0,Euskadi,CE3X,Equipos individuales,Caldera condensación,Gas natural,Equipos individuales,Caldera condensación,Gas natural
CEE/CAPV/2018/00108778/E,1,AVENIDA NUESTRA SEÑORA DE LA ASUNCION Nº22,Etorbidea/Avenida,Ntra. Sra. de la Asunción,22,UNIFAMILIAR,Valdegovía/Gaubea,Tuesta,1423.0,Araba/Álava,D1,2005,NBE-CT-79,0055 0012 09 99 0001 0001,Vivienda,Existente,2017-12-21,2027-12-21,90.0,100,0,338.4,71.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108778-E,130105500001200.0,80105500018940.0,1,55,10105500000264,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00108781/E,1,Edificio de viviendas en Altui nº6,Kalea/Calle,Altui,6,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1941,Anterior NBE-CT-79,360211510A00010001MO,Vivienda,Existente,2018-01-10,2028-01-10,301.0,100,0,401.3,84.3,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108781-E,130103600001120.0,80103600000280.0,1,36,10103600000016,4.0,Euskadi,CE3Xv2.3,Centralizado,Caldera estandar,Gasóleo,Centralizado,Caldera estandar,Gasóleo
CEE/CAPV/2018/00108937/E,1,VIVIENDA UNIFAMILIAR ADOSADA URTEGIETA 23,Kalea/Calle,Urtegieta,23,UNIFAMILIAR,Zigoitia,Murua,1138.0,Araba/Álava,D1,1961,Anterior NBE-CT-79,180301090000010001DW,Vivienda,Existente,2018-01-08,2028-01-08,89.0,100,0,408.3,104.0,F,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108937-E,130101800001170.0,80101800004698.0,1,18,10101800000186,1.0,Euskadi,CE3Xv2.3,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,"GLP (Butano, propano...)"
CEE/CAPV/2018/00108940/E,0,1º Izda.,Kalea/Calle,Andoni Urrestarazu,4,1º Izda.,Asparrena,Araia,1250.0,Araba/Álava,D1,1992,Anterior NBE-CT-79,090218080000010001HR,Vivienda,Existente,2018-01-11,2028-01-11,87.0,100,0,219.8,58.0,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00108940-E,130100900000260.0,80100900002801.0,1,9,10100900000049,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00109074/E,1,GURENDES BARRIO DE ARRIBA 10,Auzoa/Barrio,Barrio Arriba,10,UNIFAMILIAR,Valdegovía/Gaubea,Gurendes,1427.0,Araba/Álava,E1,2012,CTE 2006,55160050000001000,Vivienda,Existente,2017-12-18,2027-12-18,172.0,100,0,407.1,107.4,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109074-E,130105500000580.0,80105500014050.0,1,55,10105500000153,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00109078/E,0,MONSEÑOR SETIEN Nº2 - 3ºB,Kalea/Calle,Calle Mayor,2,3ºB,Okondo,Irabien,1409.0,Araba/Álava,D1,1996,NBE-CT-79,420103450000010010LV,Vivienda,Existente,2018-01-13,2028-01-13,94.0,100,0,227.2,48.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109078-E,130104200000070.0,80104200000575.0,1,42,10104200000014,1.0,Euskadi,CEXv2.1,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109079/E,0,BATZALARRIN 8 7ºIZDA,Kalea/Calle,Batzalarrin,8,7ºIZDA,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1963,Anterior NBE-CT-79,360400790B00010013DT,Vivienda,Existente,2018-01-13,2028-01-13,73.0,100,0,376.0,63.7,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109079-E,130103600000860.0,80103600008099.0,1,36,10103600000016,1.0,Euskadi,CEXv2.1,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00109085/E,0,C/ URIBE 6-1º B. ALEGRÍA-DULANTZI,Kalea/Calle,Uribe,6,1º B,Alegría-Dulantzi,Alegría-Dulantzi,1240.0,Araba/Álava,D1,2009,CTE 2006,010111590000010004DY,Vivienda,Existente,2018-01-14,2028-01-14,75.0,100,0,163.9,33.9,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109085-E,130100100000500.0,80100100010850.0,1,1,10100100000010,1.0,Euskadi,CE3Xv2.3,Centralizado,Caldera estandar,Gas natural,Centralizado,Caldera estandar,Gas natural
CEE/CAPV/2018/00109174/E,1,Baranbio 95 caserío,Entitatea/Entidad,Baranbio,95,UNIFAMILIAR,Amurrio,Baranbio,1450.0,Araba/Álava,D1,1885,Anterior NBE-CT-79,020403050C00010002JW,Vivienda,Existente,2018-01-15,2028-01-15,80.0,100,0,345.3,68.4,F,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109174-E,130100200000040.0,80100200008151.0,1,2,10100200000044,1.0,Euskadi,CE3,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Termo,Electricidad
CEE/CAPV/2018/00109341/E,1,EDIFICIO 1 HERRERIAS 1,Kalea/Calle,Herrerías,1,UNIFAMILIAR,Moreda de Álava/Moreda Araba,Moreda de Álava/Moreda Araba,1322.0,Araba/Álava,D1,1930,Anterior NBE-CT-79,39040716000001,Vivienda,Existente,2018-01-08,2028-01-08,83.0,100,0,333.2,87.9,E,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109341-E,130103900000130.0,80103900001198.0,1,39,10103900000010,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gasóleo,Equipos individuales,Caldera estandar,Gasóleo
CEE/CAPV/2018/00109348/E,0,VIVIENDA 5º IZQ,Kalea/Calle,Virgen del Carmen,30,5º IZQUIERDA,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1979,Anterior NBE-CT-79,360400270000030009EP,Vivienda,Existente,2018-01-15,2028-01-15,80.0,100,0,324.4,68.7,G,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109348-E,130103600001150.0,80103600010136.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109349/E,0,VIVIENDA 2C,Kalea/Calle,Padura,23,2C,Ayala/Aiara,Luiaondo,1408.0,Araba/Álava,D1,2002,Anterior NBE-CT-79,100315520000010011IQ,Vivienda,Existente,2018-01-14,2028-01-14,91.0,100,100,213.3,45.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109349-E,130101000001290.0,80101000010210.0,1,10,10101000000130,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109350/E,0,VIVIENDA BAJO C,Kalea/Calle,Padura,21,BAJO C,Ayala/Aiara,Luiaondo,1408.0,Araba/Álava,D1,2003,Anterior NBE-CT-79,100315610000020003KT,Vivienda,Existente,2018-01-14,2028-01-14,91.0,100,100,293.5,62.1,F,F,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109350-E,130101000001290.0,80101000010750.0,1,10,10101000000130,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109351/E,0,VIVIENDA 2C,Kalea/Calle,Irukurutzeta,19,2C,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1968,Anterior NBE-CT-79,360300540000010006MO,Vivienda,Existente,2018-01-14,2028-01-14,72.0,100,100,217.6,57.5,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109351-E,130103600001000.0,80103600008854.0,1,36,10103600000016,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109358/E,1,BUTRON 4,Kalea/Calle,Butroe,4,UNIFAMILIAR,Laudio/Llodio,Laudio/Llodio,1400.0,Araba/Álava,D1,1965,Anterior NBE-CT-79,36010005000002,Vivienda,Existente,2018-01-12,2028-01-12,730.0,100,0,246.1,52.1,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109358-E,130103600000120.0,80103600001208.0,1,36,10103600000016,10.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109486/E,1,vivienda,Kalea/Calle,Calle Real,14,UNIFAMILIAR,Lapuebla de Labarca,Lapuebla de Labarca,1306.0,Araba/Álava,D1,1690,Anterior NBE-CT-79,330302550000010001MO,Vivienda,Existente,2018-01-17,2028-01-17,0.0,0,0,1297.0,274.8,G,G,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109486-E,130103300000080.0,80103300000960.0,1,33,10103300000013,1.0,Euskadi,CE3X,Equipos individuales,Caldera estandar,Gas natural,Equipos individuales,Caldera estandar,Gas natural
CEE/CAPV/2018/00109487/E,0,vivienda unifamiliar adosada a almacén,Auzoa/Barrio,Santa Marina,5,UNIFAMILIAR,Elburgo/Burgelu,Elburgo/Burgelu | Elburgo / Burgelu,1192.0,Araba/Álava,E1,1885,Anterior NBE-CT-79,210101430000010001HN,Vivienda,Existente,2018-01-17,2028-01-17,82.0,50,0,346.2,58.6,E,E,https://api.euskadi.eus/energy-efficiency/certificates/CEE-CAPV-2018-00109487-E,130102100000150.0,80102100000532.0,1,21,10102100000044,1.0,Euskadi,CE3X,Equipos individuales,Efecto Joule / Radiador,Electricidad,Equipos individuales,Termo,Electricidad
